Rater;H038;H039;H040;H041;H042;H043;H047;H048;H049;H050;H051;H052;H053;H054;H056;H058;H059;H061;H062;H063;H064;H065;H066;H067;H068;H069;H070;H073;H074;H076;H077;H078;H080;H081;H083;H084;H086;H087;H088;H089;H090;H091;H093;H094;H096;H097;H098;H099;H100;H101;H102;H103;H104;H105;H106;H107;H108;H109;H112;H114;H116;H117;H119;H120;H121;H122;H123;H125;H127;H128;H129;H130
CMR_M_masc62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc63;NA;NA;NA;NA;NA;5;NA;NA;4;NA;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;4;4;4;NA
CMR_M_masc64;NA;NA;NA;NA;NA;NA;NA;3;NA;2;NA;4;NA;NA;NA;NA;5;NA;3;3;4;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;4;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;3;NA;NA;4;NA
CMR_M_masc65;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;2;NA;NA;NA;4;NA;NA;2;NA;NA;NA;NA;2;NA;NA;4;2;2;NA;NA;2;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;2;NA;NA;NA;NA;3;NA
CMR_M_masc66;NA;NA;NA;NA;4;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;4;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA
CMR_M_masc67;NA;NA;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;1;NA
CMR_M_masc68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;3;5;3;NA;5;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;3;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;5;NA;5;NA;4;5;NA;NA;7;4;NA
CMR_M_masc70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc71;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;1;3;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;4;3;NA;NA;NA;NA;NA;NA;NA;2;7;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;3;NA;3;NA;NA;NA
CMR_M_masc72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;6;NA;NA;4;6;3;NA;NA;6;NA;5;NA;6;NA;NA;NA;3;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA
CMR_M_masc75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc76;NA;NA;NA;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;6;NA;6;7;7;NA;NA;NA;NA;NA;NA;NA;5;5;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;2;NA
CMR_M_masc77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;1;NA;3;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;5;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;1
CMR_M_masc78;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;2;2;NA;NA;2;3;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA
CMR_M_masc79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc80;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;1;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;NA;7;NA;6;NA;NA;NA;7;5;NA;NA;NA;NA;NA
CMR_M_masc81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc85;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;4;NA;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA
CMR_M_masc86;2;4;2;NA;2;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;4;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc89;NA;NA;5;NA;3;NA;NA;NA;5;NA;NA;NA;NA;5;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;NA;NA;NA;NA;NA;NA;3;NA;NA;3;NA;NA;NA;NA;NA;NA;5;NA;5;3;NA;4;NA;NA;NA;3;NA;6;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA
CMR_M_masc90;5;NA;4;4;NA;4;NA;5;NA;NA;4;NA;NA;5;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;5;NA;4;NA;NA;5
CMR_M_masc91;2;5;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;4;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;4;NA;NA;NA;3;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA
CMR_M_masc92;NA;NA;NA;NA;4;3;4;2;NA;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;3;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;3;6;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
CMR_M_masc93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc94;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;3;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;5;5;NA;1;NA;NA;NA;NA;NA;NA;4;2;NA;NA;NA;NA;NA;6;NA;NA;NA;3;NA;3;NA;NA
CMR_M_masc95;5;NA;NA;NA;NA;NA;NA;5;NA;4;NA;NA;NA;NA;NA;6;3;NA;6;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;4;NA;NA;5;NA;NA;NA;NA;NA;NA;5;NA;NA;5;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA
CMR_M_masc96;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;3;NA;NA;7;4;5;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;6;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;3;4;NA;5;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;3
CMR_M_masc97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc98;NA;7;NA;4;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;3;NA;NA;NA;NA;2;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;3;NA;6;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA
CMR_M_masc99;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;2;NA;NA;NA;3;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;2;NA;NA;NA;NA;NA;NA;NA;3;NA;4;2;3;2;NA;NA;NA;2;NA;2;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc101;NA;NA;NA;NA;5;NA;NA;1;NA;2;NA;NA;NA;NA;5;NA;4;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;3;3;5;NA;4;NA;NA;NA;NA;4;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;3;NA
CMR_M_masc102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc103;5;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;2;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA
CMR_M_masc104;NA;NA;NA;NA;3;NA;NA;NA;NA;2;4;3;4;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;6;NA;NA;NA;3;NA;NA;4;3;NA;NA;6;NA;NA;NA;4;NA;4;NA;NA;NA;NA;3;NA;5;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA
CMR_M_masc105;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc106;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;5;NA;NA;6;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;5;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;4
CMR_M_masc107;NA;4;NA;NA;NA;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;4;NA;NA;4;NA;NA;4;4;NA;4;NA;NA;NA;NA;4;NA;NA;5;NA;NA;NA;NA;NA
CMR_M_masc108;NA;NA;NA;NA;4;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;5;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;3;NA;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;6;3;NA;NA;NA;NA;3;NA;5;NA;4;4;NA;4;NA;NA;NA;NA;NA;NA
CMR_M_masc109;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;2;4;NA;NA;NA;NA;2;NA;NA;2;NA;NA;1;2;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;4;NA;NA;NA;4;NA;NA;NA;3;NA;NA;2;2;NA;NA;NA;2;1
CMR_M_masc110;NA;NA;NA;NA;2;NA;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;6;NA;NA;NA;4;NA;NA;4;NA;NA;5;4;NA;NA;NA;4;NA;NA;NA;NA;5;NA;NA;5;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc111;NA;NA;1;NA;NA;2;NA;NA;NA;NA;NA;1;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;5;NA;2;7;NA
CMR_M_masc112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc113;7;NA;NA;7;NA;NA;5;7;8;NA;NA;7;NA;NA;7;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc114;NA;NA;NA;NA;4;4;2;NA;NA;2;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;4;NA;NA;NA;5;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;7;NA;4;4;NA;NA;NA;NA;NA;3;3;NA;NA;NA;NA;NA;3;NA;NA;NA
CMR_M_masc115;NA;NA;NA;NA;6;NA;4;NA;NA;3;NA;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;3;NA;4;NA;6;4;6;NA;3;NA;5;NA
CMR_M_masc116;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;3;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;3;NA;2;NA;NA;NA;4;NA;NA;3;4;NA;3;NA;NA;NA;NA;NA;6;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;4;NA;NA;NA
CMR_M_masc117;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;7;NA;NA;NA;NA;NA;5;NA;NA;NA;6;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;4;NA;5;NA;NA;5;NA;NA;NA;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA
CMR_M_masc118;NA;NA;4;NA;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;5;NA;4;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;7;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3
CMR_M_masc119;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc120;NA;5;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;6;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;5;6;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;6;NA;NA;NA;NA;NA;6;NA;4;4;NA
CMR_M_masc121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CMR_M_masc122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;6;NA;NA;NA;NA;7;NA;NA;5;NA;NA;5;NA;NA;NA;NA;NA;6;7;NA;NA;NA;NA;NA;NA;7;8;6;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;6;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;6;NA;NA;NA
CMR_M_masc123;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA
CMR_M_masc124;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
